model_sn,brand_list,car_list,model_list,model_list_1,model_list_2,production_period,data_crtr_pnttm,create_dt
142,현대,갤로퍼,갤로퍼,지프 인터쿨러슈퍼엑시드,,91년 ~ 97년,20260319,202603191855
143,현대,갤로퍼,갤로퍼,지프 V6-3000,,91년 ~ 97년,20260319,202603191855
144,현대,갤로퍼,갤로퍼,지프 V6 골드,,91년 ~ 97년,20260319,202603191855
145,현대,갤로퍼,갤로퍼,S 표준형,,91년 ~ 97년,20260319,202603191855
146,현대,갤로퍼,갤로퍼,S 엑시드,,91년 ~ 97년,20260319,202603191855
147,현대,갤로퍼,갤로퍼,S XL,,91년 ~ 97년,20260319,202603191855
148,현대,갤로퍼,갤로퍼,S 터보 STD,,91년 ~ 97년,20260319,202603191855
149,현대,갤로퍼,갤로퍼,S 터보엑시드,노멀,91년 ~ 97년,20260319,202603191855
150,현대,갤로퍼,갤로퍼,S 터보엑시드,와이드,91년 ~ 97년,20260319,202603191855
151,현대,갤로퍼,갤로퍼,S 인터쿨러엑시드,,91년 ~ 97년,20260319,202603191855
152,현대,갤로퍼,갤로퍼,S 인터쿨러슈퍼엑시드,,91년 ~ 97년,20260319,202603191855
153,현대,갤로퍼,갤로퍼,S V6-3000,,91년 ~ 97년,20260319,202603191855
154,현대,갤로퍼,갤로퍼,S V6 골드,,91년 ~ 97년,20260319,202603191855
155,현대,갤로퍼,갤로퍼,9 엑시드,,91년 ~ 97년,20260319,202603191855
156,현대,갤로퍼,갤로퍼,9 터보엑시드,,91년 ~ 97년,20260319,202603191855
157,현대,갤로퍼,갤로퍼,9 XL 2WD,,91년 ~ 97년,20260319,202603191855
158,현대,갤로퍼,갤로퍼,9 XL 4WD,,91년 ~ 97년,20260319,202603191855
159,현대,갤로퍼,갤로퍼,밴 터보엑시드(숏바디),,91년 ~ 97년,20260319,202603191855
160,현대,갤로퍼,갤로퍼,밴 디젤엑시드,,91년 ~ 97년,20260319,202603191855
161,현대,갤로퍼,갤로퍼,밴 V6 LPG엑시드(숏바디),,91년 ~ 97년,20260319,202603191855
162,현대,갤로퍼,갤로퍼,밴 터보엑시드(이노베이션),,91년 ~ 97년,20260319,202603191855
163,현대,갤로퍼,갤로퍼,밴 인터쿨러엑시드(이노베이션),,91년 ~ 97년,20260319,202603191855
164,현대,갤로퍼,갤로퍼,슈퍼밴(롱밴),,91년 ~ 97년,20260319,202603191855
138,현대,갤로퍼,갤로퍼,지프 표준형,,91년 ~ 97년,20260319,202603191855
139,현대,갤로퍼,갤로퍼,지프 엑시드,,91년 ~ 97년,20260319,202603191855
140,현대,갤로퍼,갤로퍼,지프 터보엑시드,,91년 ~ 97년,20260319,202603191855
141,현대,갤로퍼,갤로퍼,지프 인터쿨러엑시드,,91년 ~ 97년,20260319,202603191855
142,현대,갤로퍼,갤로퍼,지프 인터쿨러슈퍼엑시드,,91년 ~ 97년,20260319,202603191855
143,현대,갤로퍼,갤로퍼,지프 V6-3000,,91년 ~ 97년,20260319,202603191855
144,현대,갤로퍼,갤로퍼,지프 V6 골드,,91년 ~ 97년,20260319,202603191855
145,현대,갤로퍼,갤로퍼,S 표준형,,91년 ~ 97년,20260319,202603191855
146,현대,갤로퍼,갤로퍼,S 엑시드,,91년 ~ 97년,20260319,202603191855
147,현대,갤로퍼,갤로퍼,S XL,,91년 ~ 97년,20260319,202603191855
148,현대,갤로퍼,갤로퍼,S 터보 STD,,91년 ~ 97년,20260319,202603191855
149,현대,갤로퍼,갤로퍼,S 터보엑시드,노멀,91년 ~ 97년,20260319,202603191855
150,현대,갤로퍼,갤로퍼,S 터보엑시드,와이드,91년 ~ 97년,20260319,202603191855
151,현대,갤로퍼,갤로퍼,S 인터쿨러엑시드,,91년 ~ 97년,20260319,202603191855
152,현대,갤로퍼,갤로퍼,S 인터쿨러슈퍼엑시드,,91년 ~ 97년,20260319,202603191855
153,현대,갤로퍼,갤로퍼,S V6-3000,,91년 ~ 97년,20260319,202603191855
154,현대,갤로퍼,갤로퍼,S V6 골드,,91년 ~ 97년,20260319,202603191855
155,현대,갤로퍼,갤로퍼,9 엑시드,,91년 ~ 97년,20260319,202603191855
156,현대,갤로퍼,갤로퍼,9 터보엑시드,,91년 ~ 97년,20260319,202603191855
157,현대,갤로퍼,갤로퍼,9 XL 2WD,,91년 ~ 97년,20260319,202603191855
158,현대,갤로퍼,갤로퍼,9 XL 4WD,,91년 ~ 97년,20260319,202603191855
159,현대,갤로퍼,갤로퍼,밴 터보엑시드(숏바디),,91년 ~ 97년,20260319,202603191855
160,현대,갤로퍼,갤로퍼,밴 디젤엑시드,,91년 ~ 97년,20260319,202603191855
161,현대,갤로퍼,갤로퍼,밴 V6 LPG엑시드(숏바디),,91년 ~ 97년,20260319,202603191855
162,현대,갤로퍼,갤로퍼,밴 터보엑시드(이노베이션),,91년 ~ 97년,20260319,202603191855
163,현대,갤로퍼,갤로퍼,밴 인터쿨러엑시드(이노베이션),,91년 ~ 97년,20260319,202603191855
164,현대,갤로퍼,갤로퍼,슈퍼밴(롱밴),,91년 ~ 97년,20260319,202603191855
165,현대,그라나다,그라나다,V6,,78년 ~ 85년,20260319,202603191855
165,현대,그라나다,그라나다,V6,,78년 ~ 85년,20260319,202603191855
166,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
167,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
168,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
169,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),프리미엄 플러스,22년 ~ 현재,20260319,202603191855
170,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),프리미엄 초이스,22년 ~ 현재,20260319,202603191855
171,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),익스클루시브 플러스,22년 ~ 현재,20260319,202603191855
172,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (택시용),고급형,22년 ~ 현재,20260319,202603191855
173,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
174,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
175,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
176,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,아너스,22년 ~ 현재,20260319,202603191855
177,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피,22년 ~ 현재,20260319,202603191855
178,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
179,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
180,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
181,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
182,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
183,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,아너스,22년 ~ 현재,20260319,202603191855
184,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피,22년 ~ 현재,20260319,202603191855
185,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
186,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
187,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,프리미엄,22년 ~ 현재,20260319,202603191855
188,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
189,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,익스클루시브,22년 ~ 현재,20260319,202603191855
190,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,아너스,22년 ~ 현재,20260319,202603191855
191,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피,22년 ~ 현재,20260319,202603191855
192,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
193,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
166,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
167,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
168,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
169,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),프리미엄 플러스,22년 ~ 현재,20260319,202603191855
170,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),프리미엄 초이스,22년 ~ 현재,20260319,202603191855
171,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (장애인용),익스클루시브 플러스,22년 ~ 현재,20260319,202603191855
172,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 LPG 2WD (택시용),고급형,22년 ~ 현재,20260319,202603191855
173,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
174,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
175,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
176,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,아너스,22년 ~ 현재,20260319,202603191855
177,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피,22년 ~ 현재,20260319,202603191855
178,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
179,현대,그랜저,디 올 뉴 그랜저(GN7),2.5 가솔린 2WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
180,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,프리미엄,22년 ~ 현재,20260319,202603191855
181,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
182,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,익스클루시브,22년 ~ 현재,20260319,202603191855
183,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,아너스,22년 ~ 현재,20260319,202603191855
184,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피,22년 ~ 현재,20260319,202603191855
185,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
186,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 2WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
187,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,프리미엄,22년 ~ 현재,20260319,202603191855
188,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,프리미엄 초이스,22년 ~ 현재,20260319,202603191855
189,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,익스클루시브,22년 ~ 현재,20260319,202603191855
190,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,아너스,22년 ~ 현재,20260319,202603191855
191,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피,22년 ~ 현재,20260319,202603191855
192,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피 블랙익스테리어,22년 ~ 현재,20260319,202603191855
193,현대,그랜저,디 올 뉴 그랜저(GN7),3.5 가솔린 4WD,캘리그래피 블랙잉크,22년 ~ 현재,20260319,202603191855
194,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),프리미엄,,22년 ~ 현재,20260319,202603191855
195,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),프리미엄 초이스,,22년 ~ 현재,20260319,202603191855
196,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),익스클루시브,,22년 ~ 현재,20260319,202603191855
197,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),아너스,,22년 ~ 현재,20260319,202603191855
198,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,세부등급 없음,22년 ~ 현재,20260319,202603191855
199,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,블랙익스테리어,22년 ~ 현재,20260319,202603191855
200,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,블랙잉크,22년 ~ 현재,20260319,202603191855
194,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),프리미엄,,22년 ~ 현재,20260319,202603191855
195,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),프리미엄 초이스,,22년 ~ 현재,20260319,202603191855
196,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),익스클루시브,,22년 ~ 현재,20260319,202603191855
197,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),아너스,,22년 ~ 현재,20260319,202603191855
198,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,세부등급 없음,22년 ~ 현재,20260319,202603191855
199,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,블랙익스테리어,22년 ~ 현재,20260319,202603191855
200,현대,그랜저,디 올 뉴 그랜저 하이브리드(GN7),캘리그래피,블랙잉크,22년 ~ 현재,20260319,202603191855
201,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,프리미엄,19년 ~ 22년,20260319,202603191855
202,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
203,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,익스클루시브,19년 ~ 22년,20260319,202603191855
204,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (장애인용),프리미엄,19년 ~ 22년,20260319,202603191855
205,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (장애인용),익스클루시브,19년 ~ 22년,20260319,202603191855
206,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),모던,19년 ~ 22년,20260319,202603191855
207,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄,19년 ~ 22년,20260319,202603191855
208,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄 초이스,19년 ~ 22년,20260319,202603191855
209,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),익스클루시브,19년 ~ 22년,20260319,202603191855
210,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),모범형,19년 ~ 22년,20260319,202603191855
211,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),고급형,19년 ~ 22년,20260319,202603191855
212,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),고급형 VIP 패키지,19년 ~ 22년,20260319,202603191855
213,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,프리미엄,19년 ~ 22년,20260319,202603191855
214,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
215,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,르블랑,19년 ~ 22년,20260319,202603191855
216,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,익스클루시브,19년 ~ 22년,20260319,202603191855
217,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,캘리그래피,19년 ~ 22년,20260319,202603191855
218,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,스페셜,19년 ~ 22년,20260319,202603191855
219,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,프리미엄,19년 ~ 22년,20260319,202603191855
220,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
221,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,르블랑,19년 ~ 22년,20260319,202603191855
222,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,익스클루시브,19년 ~ 22년,20260319,202603191855
223,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,캘리그래피,19년 ~ 22년,20260319,202603191855
201,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,프리미엄,19년 ~ 22년,20260319,202603191855
202,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
203,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi,익스클루시브,19년 ~ 22년,20260319,202603191855
204,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (장애인용),프리미엄,19년 ~ 22년,20260319,202603191855
205,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (장애인용),익스클루시브,19년 ~ 22년,20260319,202603191855
206,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),모던,19년 ~ 22년,20260319,202603191855
207,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄,19년 ~ 22년,20260319,202603191855
208,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄 초이스,19년 ~ 22년,20260319,202603191855
209,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (렌터카용),익스클루시브,19년 ~ 22년,20260319,202603191855
210,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),모범형,19년 ~ 22년,20260319,202603191855
211,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),고급형,19년 ~ 22년,20260319,202603191855
212,현대,그랜저,더 뉴 그랜저 IG,3.0 LPi (택시형),고급형 VIP 패키지,19년 ~ 22년,20260319,202603191855
213,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,프리미엄,19년 ~ 22년,20260319,202603191855
214,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
215,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,르블랑,19년 ~ 22년,20260319,202603191855
216,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,익스클루시브,19년 ~ 22년,20260319,202603191855
217,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,캘리그래피,19년 ~ 22년,20260319,202603191855
218,현대,그랜저,더 뉴 그랜저 IG,2.5 가솔린,스페셜,19년 ~ 22년,20260319,202603191855
219,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,프리미엄,19년 ~ 22년,20260319,202603191855
220,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,프리미엄 초이스,19년 ~ 22년,20260319,202603191855
221,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,르블랑,19년 ~ 22년,20260319,202603191855
222,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,익스클루시브,19년 ~ 22년,20260319,202603191855
223,현대,그랜저,더 뉴 그랜저 IG,3.3 가솔린,캘리그래피,19년 ~ 22년,20260319,202603191855
224,현대,그랜저,더 뉴 그랜저 IG 하이브리드,프리미엄,,19년 ~ 22년,20260319,202603191855
225,현대,그랜저,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,,19년 ~ 22년,20260319,202603191855
226,현대,그랜저,더 뉴 그랜저 IG 하이브리드,르블랑,,19년 ~ 22년,20260319,202603191855
227,현대,그랜저,더 뉴 그랜저 IG 하이브리드,익스클루시브,,19년 ~ 22년,20260319,202603191855
228,현대,그랜저,더 뉴 그랜저 IG 하이브리드,캘리그래피,,19년 ~ 22년,20260319,202603191855
224,현대,그랜저,더 뉴 그랜저 IG 하이브리드,프리미엄,,19년 ~ 22년,20260319,202603191855
225,현대,그랜저,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,,19년 ~ 22년,20260319,202603191855
226,현대,그랜저,더 뉴 그랜저 IG 하이브리드,르블랑,,19년 ~ 22년,20260319,202603191855
227,현대,그랜저,더 뉴 그랜저 IG 하이브리드,익스클루시브,,19년 ~ 22년,20260319,202603191855
228,현대,그랜저,더 뉴 그랜저 IG 하이브리드,캘리그래피,,19년 ~ 22년,20260319,202603191855
229,현대,그랜저,그랜저 IG 하이브리드,프리미엄,,17년 ~ 19년,20260319,202603191855
230,현대,그랜저,그랜저 IG 하이브리드,익스클루시브,세부등급 없음,17년 ~ 19년,20260319,202603191855
231,현대,그랜저,그랜저 IG 하이브리드,익스클루시브,스페셜,17년 ~ 19년,20260319,202603191855
229,현대,그랜저,그랜저 IG 하이브리드,프리미엄,,17년 ~ 19년,20260319,202603191855
230,현대,그랜저,그랜저 IG 하이브리드,익스클루시브,세부등급 없음,17년 ~ 19년,20260319,202603191855
231,현대,그랜저,그랜저 IG 하이브리드,익스클루시브,스페셜,17년 ~ 19년,20260319,202603191855
232,현대,그랜저,그랜저 IG,2.2 디젤 모던,,16년 ~ 19년,20260319,202603191855
233,현대,그랜저,그랜저 IG,2.2 디젤 프리미엄,세부등급 없음,16년 ~ 19년,20260319,202603191855
234,현대,그랜저,그랜저 IG,2.2 디젤 프리미엄,스페셜,16년 ~ 19년,20260319,202603191855
235,현대,그랜저,그랜저 IG,2.4 모던,,16년 ~ 19년,20260319,202603191855
236,현대,그랜저,그랜저 IG,2.4 스페셜,,16년 ~ 19년,20260319,202603191855
237,현대,그랜저,그랜저 IG,2.4 프리미엄,세부등급 없음,16년 ~ 19년,20260319,202603191855
